,mse_training,mse_val,logp_training,logp_val
0,0.5642580246510159,0.37639041251805055,0.2079607042811354,0.05586248740008645
1,0.5510978264895192,0.3656693803164137,0.18089189023422314,0.03377494847416491
2,0.5256009337908505,0.33638738741914415,0.10058320565930513,-0.03189824298634685
3,0.5176268174289775,0.30582707746395416,-0.012758528110418653,-0.19289602641641923
4,0.5016050863770355,0.2929534232304001,-0.16410567486711863,-0.2837234369858138
5,0.48866999705056136,0.2873047671335541,-0.25497442726701736,-0.3450938736619713
6,0.4782651506647146,0.2836599990831726,-0.33139619186535857,-0.38042241825640416
7,0.4739211154412613,0.2828512306787077,-0.3855349506382873,-0.4040607256722276
8,0.4721909527523845,0.28267452446042846,-0.41061911612654156,-0.41772064410126447
9,0.46664281855617795,0.2832593500333882,-0.44365871230569365,-0.4293402602550372
10,0.45805389247814166,0.28395750868665576,-0.46008025976244776,-0.4288715243796445
11,0.4615300917115038,0.2839087859385854,-0.43501360906812797,-0.4352043993767574
12,0.43583667529642084,0.2825205513696586,-0.47558556626191795,-0.44119477747955266
13,0.4282372302927258,0.28091525492445485,-0.49768526245819683,-0.4534213240493577
14,0.4196098679335169,0.27629954381213495,-0.5033510448496541,-0.46443444057358674
15,0.4127525744059397,0.27413676328406766,-0.5215302943354932,-0.4847995651282758
16,0.4022778772783779,0.2665571011837459,-0.5374629496060205,-0.5020612493602478
17,0.3356689518914728,0.24568168252579997,-0.5743656511081191,-0.5263492249476657
18,0.30849090934328965,0.23003310067823818,-0.5826647244198453,-0.532254377816337
19,0.3201314697122605,0.24673491272450873,-0.5884318508086117,-0.5376164883804426
20,0.2846892616911257,0.22468427312111927,-0.5839699931239741,-0.5454297638441912
21,0.280789667612571,0.22617900536818222,-0.6112584479395239,-0.542077584487217
22,0.27723688728814416,0.20372910428252394,-0.5836429798567656,-0.5037696097268659
23,0.26987910122160264,0.20527803032099023,-0.6286870457244986,-0.5523761741556297
24,0.28981696074338653,0.25096205930615817,-0.5449852395197892,-0.5373246726959501
25,0.2532937235903177,0.20558253247580194,-0.6236408998447684,-0.5466601400205858
26,0.2499721381309465,0.2195469838544874,-0.6192170789918141,-0.5579229765505601
27,0.23291442412864583,0.19207358265193591,-0.6434778933722466,-0.5801561532281189
28,0.21331100312815088,0.18407368707138372,-0.6491233561845684,-0.5853609726171076
29,0.21586105453380283,0.19601888321211122,-0.6713716941790064,-0.5880421705860758
30,0.2072429390429494,0.17628018337673218,-0.6569390349704342,-0.5958580206641879
31,0.19900899397033595,0.16953425431810162,-0.6849228072613354,-0.606006463739904
32,0.19920160560240052,0.16915921293782743,-0.6967807847216565,-0.6087647314661009
33,0.18267814600710286,0.16425802065112308,-0.6826702736666934,-0.607981872819869
34,0.18741636692951646,0.15673608995896735,-0.641788202068971,-0.6019314482914258
35,0.17443840176555547,0.16158752311731112,-0.6775004186550804,-0.6162789796956217
36,0.2231652267999247,0.19022546909208957,-0.6537392478670061,-0.5625708887620011
37,0.18989093732961437,0.14748716106036883,-0.7130594158944952,-0.6312180512820965
38,0.20801035153374284,0.16039758734061393,-0.689096408827152,-0.5973202563244977
39,0.1937887142271204,0.1572759612680556,-0.7133900497200687,-0.633900741269227
40,0.174933845429356,0.1437547119113353,-0.7254188735984358,-0.657377070103744
41,0.17254273483591828,0.15197165361217954,-0.7073919249012331,-0.6349194441268635
42,0.1699541017107672,0.14099253385186125,-0.7168973995832375,-0.6565417840429761
43,0.16777232624498334,0.14521381114609294,-0.7095776671743232,-0.644905496335688
44,0.16348570367526155,0.1371668483549343,-0.7149605346935807,-0.652644322856555
45,0.16786069797029976,0.14665655917761033,-0.6845560619865754,-0.6370986952236622
46,0.15316589972512495,0.13332194608620343,-0.7295205711447599,-0.6608087552056339
47,0.17014825285908577,0.15201206061664335,-0.7325320077574731,-0.6613844409036125
48,0.16782036047490442,0.150662983674507,-0.7162452379166963,-0.6551884871410909
49,0.16208476714319237,0.14095745876134141,-0.7287451025413338,-0.6649165794573588
