,mse_training,mse_val,logp_training,logp_val
0,0.5317360743954954,0.31312272100882593,1.0990279872791762,0.33194911436403857
1,0.5241959717359048,0.3020029600467118,0.03481095704874245,-0.25682473041378484
2,0.5107959801630342,0.296690859542011,-0.1820979182627098,-0.3164561904939795
3,0.4467549958658647,0.2695345076361932,-0.3554491028997525,-0.3809190325273786
4,0.3782832029954466,0.24882745782413765,-0.3936316995044702,-0.4086105762083457
5,0.34036460923241296,0.23641185216330418,-0.40573067920802525,-0.4203862541274963
6,0.31938068680632725,0.20973612779027923,-0.430677109054018,-0.4667444464767936
7,0.28795956508099047,0.199794483043138,-0.4027573991521262,-0.46356006856986176
8,0.2522363933805469,0.18920028096434915,-0.5000029776115763,-0.5110893095532821
9,0.279531443989275,0.20206089695687857,-0.48286839804426257,-0.501480633312889
10,0.21907748647680972,0.1631767307564773,-0.5432918155266293,-0.5278292879138335
11,0.2089658576096293,0.15320277071076382,-0.5273642848305528,-0.53417680754242
12,0.22160358366700542,0.19939954724518308,-0.46773478277122954,-0.4783887902350531
13,0.20930824426024194,0.1464208534722465,-0.5266707499261994,-0.5522655553628079
14,0.18333965946435185,0.1516032294905885,-0.6011851774371337,-0.5615126460933472
15,0.17259909581578511,0.14114460805594944,-0.6019805674070695,-0.569377324188177
16,0.19268917889023757,0.1600652356262269,-0.5060060940031429,-0.47670484147314607
17,0.1675728772939508,0.14955415587600873,-0.6163957088962421,-0.5495200189137945
18,0.17450582162018444,0.15121262413805922,-0.6056981191046529,-0.5469163142492154
19,0.16771802013409612,0.13821704220031983,-0.5878408618161695,-0.5717380335871509
20,0.1779983385690768,0.13855867298430904,-0.6089591138048642,-0.5814156686939591
21,0.15907958285146367,0.13575993103016534,-0.6152349081981294,-0.5830597482048325
22,0.16097250684601497,0.12982653252625362,-0.6546400725801436,-0.6109537395973662
23,0.16246286769116217,0.1332915886941464,-0.650909741557265,-0.6101381973748027
24,0.1702863685136689,0.1335075009043144,-0.6693956306399186,-0.6245168354726423
25,0.1605659059235416,0.12828638108776058,-0.6501596576904977,-0.6183733788564298
26,0.14827127381390656,0.12439892161880069,-0.6807998396536482,-0.6372870460275472
27,0.1423492797298394,0.12471070176639172,-0.6850270535928711,-0.6420934310211216
28,0.14732987693808766,0.1281789226479906,-0.6936997254581801,-0.6350862698611077
29,0.15065168819837435,0.12555634567639445,-0.6830895937126055,-0.6445296874736163
30,0.14279036639896273,0.12427086535388597,-0.7051030180262161,-0.6439184931433528
31,0.14092988697511058,0.12369257015623984,-0.7092969165520112,-0.6400630085079645
32,0.15676129996028462,0.1259516617950768,-0.6860463276948198,-0.6343167542733056
33,0.15627116777722908,0.12344228047671098,-0.6576438346612719,-0.6237342138367351
34,0.15555679383346221,0.12342157086746182,-0.6983052227861882,-0.6294760983766964
35,0.16484271010024198,0.12406952990441919,-0.661575932953386,-0.6105947910915089
36,0.16786163234662055,0.12477878333736057,-0.6592356916221103,-0.6120894551604704
37,0.16523430400642733,0.14012171474758955,-0.635860105549575,-0.5155246909663291
38,0.1560031954999521,0.12782421179585624,-0.6653152193037382,-0.5735986202053835
39,0.16410819230026258,0.12703329279539785,-0.6479152136692811,-0.5877444133633916
40,0.1472540087907099,0.11587627321553923,-0.6923320127784802,-0.6632043778220887
41,0.16406456755512147,0.15230296964754556,-0.5914589404971431,-0.42961472907680043
42,0.16837762016575192,0.1504870902129613,-0.5845447008738943,-0.4462563834489201
43,0.1624368578762617,0.1374243473164149,-0.6515104889728764,-0.5485104481013503
44,0.17266825003431432,0.16437992249777028,-0.5509139648632623,-0.3410407932725042
45,0.1468573308406285,0.1241751137824313,-0.6693704182732534,-0.5968730936146667
46,0.1515647113326036,0.1244560570443839,-0.6811028295192422,-0.590280037734998
47,0.17489011311335756,0.12889423840038433,-0.6634822213341314,-0.6100334110234322
48,0.16034588172746883,0.1332618436074803,-0.6783086960823344,-0.5668390211527069
49,0.1402627367134038,0.13162243134050106,-0.671654575063217,-0.515057661953161
